Name,Bereich,Link,Email,Ort,Hinweis,Einrichtung,Standort,Status (Trinh),Webseite,Art,Niveau,Aktion,Gmail,Startdatum,Status Phuong|Hofa,Status - Trung (Hanoi),Status Minh (Berlin),Cong|Refa|München,Last edited time,Status Quynh|Hofa
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=M74Kng7PyT0KEwgFF1iWoMIldIPSq5SG80w7Q45zVFU%3D__del__DG%20Steinplatz%20Hotel%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192946820-S,sandra.sever@hotelsteinplatz.com,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 11, 2023 2:41 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=2ZsgHG1f_mu00KpixqXRkngG6o9r8vfMzJawZ3Mh55E%3D__del__abba%20Hotel%20Berlin%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191881409-S,ausbildung.berlin@abbahotels.com,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 11:06 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=Nu10nwvR-VH9z8IDfklBZN4lyhhzSmwFMifhgiCWrIA%3D__del__MHP%20Hotel%20am%20Gendarmenmarkt%20Hotel%20Luc,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191585161-S,jobs@hotel-luc.com,Berlin,Deutsch Expertenlevel,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 11, 2023 2:24 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=ysrcuB8ebN0Ym4gU8suX8UzLEB7W6YMq-shZaS59kh8%3D__del__Steigenberger%20Airport%20Hotel%20Berlin%20-Sch%C3%B6nefeld%20AG,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/14501-2022ei5aq6z6-000-S,nadine.hoefers@steigenberger.com,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 5:41 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=71lAfRgnyvR5FYgmxWbLp3Ai2QJo-Mlv0aX2nccmUQo%3D__del__Hotel%20im%20Europa-Center%20Verwal-%20tungsgesellschaft%20mbH%20%26%20Co.%20KG%20Hotel%20Palace,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191759210-S,bewerbung@palace.de,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 10:43 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=RtARgW5HbQUKgCVzf91gpco903H5bbjShWk_NBuGINc%3D__del__Hotel%20Drakestra%C3%9Fe%20Betriebsgesellschaft%20mbH (SO/ Berlin Das Stue),Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192315204-S,personal@das-stue.com,Berlin,Anzeige wurde entfernt,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"April 11, 2023 10:14 PM",Email gesendet
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=MMqYRGbSwwrNdDZ9f08d4AmJlb2o-MCYBZ8jojwcAEY%3D__del__Privathotels%20Dr.%20Lohbeck%20GmbH%20%26%20Co%20KG%20Seehotel%20Berlin%20Rangsdorf,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191783793-S,jana.boehm@see-hotel-berlin.de,Berlin,doppelt,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 23, 2023 5:15 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=MAkfQWGiKoQYASGXcTr0xho_aLqrwnS8dAMXnGTI0Y0%3D__del__Waldhotel%20Schm%C3%B6ckwitz%20GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191246459-S,g.pislariuk@waldhotelamsee.de,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 5:25 PM",Email gesendet
MOA Group GmbH,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-b7059097_JB3574481-S,,Berlin,C1,,,,,,,,,ab sofort,Not started,Not started,Not started,Not started,"April 19, 2023 11:29 AM",Archiv
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=brO6tGjlDIeTZjg9ZXiM3nVdr6tH2wz3-MYaC3l_rBs%3D__del__Three%20Little%20Pigs%20Hostel%20Blessing%20und%20Schoenermark%20GbR,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192966978-S,jobs@three-little-pigs.de,Berlin,Email Sendung wurde blockiert,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"February 22, 2023 11:29 PM",Not started
DHB Hotel Betriebs GmbH -Hotel Bristol Berlin-,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/12518-0YX3PQ-S,https://bristolberlin-karriere.dvinci-hr.com/de/jobs/10058/intro,Berlin,externe Bewerbungsseite,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 18, 2023 9:54 AM",Email gesendet
centrovital,Hotel,https://www.arbeitsagentur.de/jobsuche/jobdetail/12518-QUSRVV-S,personal@centrovital-berlin.de,Berlin,,,,,,,,,,ab sofort,Absage,Not started,Not started,Not started,"April 12, 2023 2:58 PM",Absage
Morstein's Restaurant,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192905204-S,info@morsteins-neuenhagen.de,Berlin,,,,,,,,,,01.09.2023,Not started,Not started,Email gesendet,Not started,"February 22, 2023 12:57 AM",Not started
Abion Hotel Verwaltungs GmbH & Co.Betriebs KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1193208547-S,r.valtin@abion-hotel.de,Berlin,,,,,,,,,,01.08.23,Not started,Not started,Email gesendet,Not started,"February 22, 2023 12:48 AM",Not started
https://www.stepstone.de/cmp/de/Hotel-Palace-Berlin-263472/jobs.html,Hotel,https://www.stepstone.de/stellenangebote--Auszubildende-Hotelfachmann-Hotelfachfrau-m-w-d-Berlin-Hotel-Palace-Berlin--8318431-inline.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Berlin,C1,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"April 19, 2023 12:11 PM",Archiv
Steigenberger Hotel am Kanzleramt,Hotel,https://deutschehospitality.onlyfy.jobs/job/z2rlzg9tdpd3qrkubwhudjhzjmaru7,,Berlin,Externe Seite,,,,,,,,,ab sofort,Not started,Not started,Not started,Not started,"February 23, 2023 5:30 PM",Not started
Novotel Berlin Mitte,Hotel,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/WAI3CO/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Berlin,https://www.hogapage.de/jobs/auszubildende-hotelfachmann-frau-in-berlin/WAI3CO/bewerben,,,,,,,,,ab sofort,Not started,Not started,Not started,Not started,"April 18, 2023 9:37 AM",Email gesendet
"Hotel Berlin, Berlin",Hotel,https://www.hotel-berlin.de/karriere,karriere@hotel-berlin.de,Berlin,,,,,,,,,,ab sofort,Not started,Not started,Not started,Not started,"April 5, 2023 4:10 PM",Email gesendet
BLINKER FuturePlanner,Hotel,,,Berlin,,,,,,,,,,ab sofort,Not started,Not started,Not started,Not started,"February 23, 2023 5:36 PM",Not started
NOVUM Hospitality,Hotel,,Über die Webseite beworben,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 13, 2023 3:26 PM",Not started
https://www.stepstone.de/cmp/de/Pullman-Berlin-Schweizerhof-264574/jobs.html,Hotel,,,Berlin,Deutsch & Englisch,,,,,,,,,ab sofort,Archiv,Not started,Not started,Not started,"February 23, 2023 5:44 PM",Not started
Adina Germany Holding GmbH & Co. KG,Hotel,https://www.google.com/search?q=freie+ausbildungspl%C3%A4tze+hotelfachmann+berlin&rlz=1C5CHFA_enDE1033DE1033&oq=freie+ausbildungspl%C3%A4tze+hotelfachmann+berlin&aqs=chrome..69i57j33i22i29i30i625j33i22i29i30j33i22i29i30i625.8563j0j7&sourceid=chrome&ie=UTF-8&ibp=htl;jobs&sa=X&ved=2ahUKEwiHp_KMtKv9AhVxmlYBHaz4CHMQudcGKAF6BAgLECc&sxsrf=AJOqlzW-gWv9mg-arCA5-ANQDzXJyFJoYg:1677147175170#htivrt=jobs&htidocid=RQpDv4VrbggAAAAAAAAAAA%3D%3D&fpstate=tldetail,career@adina.eu,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 10:24 PM",Email gesendet
Derag Livinghotels,Hotel,https://www.living-hotels.com/jobs/?department=Housekeeping&hotel=16,karriere@living-hotels.com,Berlin,,,,,,,,,,ab sofort,Email gesendet,Not started,Not started,Not started,"April 7, 2023 5:06 PM",Email gesendet
Rauschenberger Catering & Restaurants München GmbH,Restaurant,https://www.hogapage.de/jobs/auszubildende-fachfrau-mann-fuer-restaurants-und-veranstaltungsgastronomie-in-m%C3%BCnchen/81E0QX/,karriere@rauschenberger-catering.de,München,,,,,,,,,,,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:39 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=oq7ZhHe2U_dAkHTEiqg2cO5bE3m-6VgyiqDXQDG1lRs%3D__del__Fattal%20Leonardo%20Royal%20Hotel%20Munich%20GmbH%20%26%20Co.%20KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/13596-20221115153624-S,sarah.naimoli@leonardo-hotels.com,München,,,,,,,,,,,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:34 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=Yyq8WnbUq9CMcztgYIR9kj2P3RzIcY2vkqvIUKTju-c%3D__del__McDonald%27s%20Deutschland%20LLC,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/12280-2022-45624-0-S,,München,,,,,,,,,,,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 3:02 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=QH8V5lkYbfax6L7Kf-ndapIK3mboLa97NX_FKpiuQdo%3D__del__La%20G%C3%A2terie%20GmbH%20%26%20Co%20KG%20Cafe%20Luitpold,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191236639-S,info@cafe-luitpold.de,München,Deutsch,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 9:31 AM",Not started
AccorInvest Germany GmbH Sofitel Munich Bayerpost,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1189288329-S,Daniela.Kiefer@sofitel.com,München,Deutsch Englisch,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 11:04 AM",Not started
Rauschenberger Gastronomie GmbH & http://co.kg/,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191350557-S,karriere@rauschenberger-catering.de,München,Deutsch & Englisch,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 9:32 AM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=YRfEkBc74_wTidUfUu3xfOp1YjKHVPVyvCdCLBWnpOk%3D__del__GOP%20Variet%C3%A9%20M%C3%BCnchen%20GmbH%20%26%20Co.%20KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192725981-S,s.klingsch@variete.de,München,Deutsch & englisch,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 9:32 AM",Not started
Alter Wirt GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1190302259-S,bewerbung@alterwirt.de,München,Deutsch & Englisch,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 9:33 AM",Not started
Soller Business Hotel,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192526838-S,bewerbung@soller-businesshotel.de,München,“Fachkraft Küche”,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 6, 2023 10:09 AM",Not started
Marc Hunsinger Hunsinger in der Goldenen Gans,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191351300-S,hunsinger@goldene-gans.com,München,,,,,,,,,,,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:36 PM",Not started
Hotel Olymp GmbH & Co. KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192062416-S,fischer@olympmunich.com,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 20, 2023 2:23 PM",Not started
Restaurant Xaver's Porti Gastro GmbH & Co. KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1192296728-S,bewerbung@xaver-s.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 19, 2023 9:38 PM",Not started
SPR Panoramarestaurant,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1191957943-S,jobs@segmueller.de,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 20, 2023 2:21 PM",Not started
Fürstenfelder Gastronomie & Hotel GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1186210202-S,b.mahlmann@fuerstenfelder.com,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 20, 2023 4:48 PM",Not started
Marthabräu Restaurant GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1187451191-S,personal@marthabraeu.de,München,,,,,,,,,,,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:38 PM",Not started
ParkCafé Fischer Schmölz Bauer GbR,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1183852095-S,personal@parkcafe-ffb.com,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 21, 2023 4:33 PM",Not started
Spital 8 GmbH Weinhaus Neuner,Restaurant,https://www.joboo.online/de/joboo-online/stellenanzeigen/524b9aa1-a990-11eb-9edb-0685f7490bd8?__ggctci=56&__ggctsi=0,office@weinhaus-neuner.de,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 21, 2023 8:31 AM",Not started
https://www.ausbildung.de/unternehmen/five-guys-germany-gmbh/stellen/,Restaurant,https://www.ausbildung.de/stellen/ausbildung-fachmann-frau-systemgastronomie-m-w-d-bei-five-guys-germany-gmbh-in-muenchen-72c7dc2d-51a9-4d97-b16f-f969a1c50542/?utm_campaign=kooperation&utm_medium=jobfeed&utm_source=bundesagentur,jobs@fiveguys.de,München,,,,,,,,,,01.09.2023,Not started,Not started,Not started,Email gesendet,"March 13, 2023 5:39 AM",Not started
Kull & Weinzierl GmbH & Co. KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=12518-LYMLDH-S,karriere@kull-kg.de,München,,,,,,,,,,Ab sofort,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:51 PM",Not started
LOUIS Hotel c/o ATLANTIC Hotels Management GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=12518-EAQG1R-S,bewerbung@atlantic-hotels.de,München,,,,,,,,,,01.08.2023,Not started,Not started,Not started,Email gesendet,"March 8, 2023 6:31 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=_O0EZpGDQ6ELx59OEufSPGoXL9OBKkNVFd-0R76pNBc%3D__del__The%20Bellezza%20Group%20GmbH%20%26%20Co.%20KG,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1193455429-S,,München,abgelehnt,,,,,,,,,01.09.2023,Not started,Not started,Not started,Absage,"March 20, 2023 3:08 PM",Not started
Feinkost Käfer - Käfer-Schänke,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=12518-WDWT14-S,,München,schon gesendet,,,,,,,,,01.09.2023,Not started,Not started,Not started,Archiv,"March 20, 2023 2:48 PM",Not started
Käfer-Schänke,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=12811-1110987-S,jobs@feinkost-kaefer.de,München,,,,,,,,,,ab sofort,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:49 PM",Not started
NORDSEE GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=12336-a23f524j0312004-S,https://karriere.nordsee.com/de/Ausbildung-Fachmann-frau-fuer-Systemgastronomie-mwd-de-f5983.html,München,Webseite beworben,,,,,,,,,01.08.2023,Not started,Not started,Not started,Email gesendet,"March 13, 2023 6:01 AM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=xbmvAmVWlp5zSPYUpP9C8qpNQdFWouWg_jcekA-qeWc%3D__del__Steinberg%20Gastronomie%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1193254777-S,bewerbung@hofbraeukeller.de,München,Deutsch & Englisch,,,,,,,,,01.09.2023,Not started,Not started,Not started,Email gesendet,"March 20, 2023 3:08 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=Dyacz2gta-NdvivdHwMkdnn6dSAbdJTTNS61COSUSfk%3D__del__Schmutzer%20GmbH%20Gastst%C3%A4tte%20Augustiner%20am%20Dom,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1191349562-S,info@augustineramdom.de,München,,,,,,,,,,ab sofort,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:47 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=PH7_t29Ecla3_SyLe992D01bOxE2Qw462pn7x-Q-d4g%3D__del__H%C3%B6fler%20Gastro%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1191349063-S,servus@zumaltenmarkt.com,München,,,,,,,,,,ab sofort,Not started,Not started,Not started,Email gesendet,"March 14, 2023 6:45 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=zTHk0YTouo9uJmhOhLK8n0NH7e9oPePAb9p6rz_jt8w%3D__del__Augustinum%20gGmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1193275475-S,bewerbung@augustinum.de,München,,,,,,,,,,ab sofort,Not started,Not started,Not started,2. Email gesendet,"March 20, 2023 2:46 PM",Not started
Dorint Hotel München Garching,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=14756-c7545ed99a5e4ae0-S,raphaela.wernthaler@dorint.com,München,2 Arten von Möglichkeiten: 2-jährige Ausbildung zur Fachkraft Gastro oder 3 Jahre mit zum Fachmann für Restaurants und Veranstaltungsgastronomie,,,,,,,,,ab sofort,Not started,Not started,Not started,Email gesendet,"March 14, 2023 6:56 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&kundennummer=DZqFijsr8n8Vmzd7Qpz5mcOj3RiSbUjW6NhcE7i2c_E%3D__del__Schlo%C3%9Fwirtschaft%20Schwaige%20Nymphenburg%20GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=m%C3%BCnchen&umkreis=25&beruf=Fachkraft%20-%20Gastronomie;Fachmann%2F-frau%20-%20Restaurants%20und%20Veranstaltungsgastronomie;Fachmann%2F-frau%20-%20Systemgastronomie&id=10000-1192673848-S,personal@swttwh.de,München,,,,,,,,,,01.09.2023,Not started,Not started,Not started,Absage,"March 20, 2023 2:21 PM",Not started
Arena One GmbH,Restaurant,https://www.arena-one.com/,info@arena-one.com,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 14, 2023 7:21 PM",Not started
Allresto Flughafen München,Restaurant,https://de.indeed.com/cmp/Allresto-Flughafen-M%C3%BCnchen/about?&aceid=&kw=adwords_c_8157357582_17391099264_0_0_pmax&sid=de_googconthajpmax_c__g_1004054_gclid$_Cj0KCQjwtsCgBhDEARIsAE7RYh3NoJB0L1inJQn1lNSvKUMasZyZbHeZm1mKDxfshKJUTFsygcNpoLAaAsjJEALw_wcB&gclid=Cj0KCQjwtsCgBhDEARIsAE7RYh3NoJB0L1inJQn1lNSvKUMasZyZbHeZm1mKDxfshKJUTFsygcNpoLAaAsjJEALw_wcB&gclsrc=aw.ds,jobanfragen.allresto@munich-airport.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 14, 2023 7:26 PM",Not started
GOP Varieté-Theater München,Restaurant,https://www.variete.de/muenchen/das-theater/jobs/azubi-gastronomie,,München,,,,,,,,,,ab September,Not started,Not started,Not started,Email gesendet,"March 19, 2023 7:56 PM",Not started
Ferdinand Gastronomie GmbH,Restaurant,https://www.google.com/search?q=ausbildung+restaurantfachmann+m%C3%BCnchen&rlz=1C5CHFA_enDE1033DE1033&oq=ausbildung+m%C3%BCnchen+rest&aqs=chrome.1.69i57j0i22i30l4.9000j0j7&sourceid=chrome&ie=UTF-8&ibp=htl;jobs&sa=X&ved=2ahUKEwj8nYSly-f9AhVgV2wGHaAfAVoQudcGKAF6BAgPEBg&sxsrf=AJOqlzXxRZ-QQ-4DPxvM7DpbslWl-698Rw:1679214984114#htivrt=jobs&htidocid=HUQCpden5xEAAAAAAAAAAA%3D%3D&fpstate=tldetail,,München,geschlossen,,,,,,,,,,Not started,Not started,Not started,Archiv,"March 19, 2023 8:04 PM",Not started
https://www.azubiyo.de/ausbildungsbetriebe/alpenhof-murnau-hotel/,Restaurant,https://www.alpenhof-murnau.com/karriere-ausbildung.html,elke.baer@alpenhof-murnau.com,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 19, 2023 8:13 PM",Not started
Les Deux Restaurant & Brasserie by Kieffer,Restaurant,https://lesdeux-muc.de/karriere,info@lesdeux-muc.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 19, 2023 8:28 PM",Not started
https://www.stepstone.de/cmp/de/Wirtshaus-Der-Pschorr-278439/jobs.html,Restaurant,https://www.der-pschorr.de/stellenangebote-der-pschorr.html,bewerbung@der-pschorr.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 19, 2023 9:16 PM",Not started
Café an der Münchner Freiheit,Restaurant,https://www.ausbildung.de/stellen/ausbildung-fachmann-frau-systemgastronomie-m-w-d-bei-muenchner-freiheit-eisenrieder-gmbh-in-muenchen-4f05b7b2-a8b4-475d-ab92-bc497439e659/?utm_campaign=externe_jobboerse&utm_medium=externe_jobboerse&utm_source=backinjob,mprodan@muenchner-freiheit.de,München,,,,,,,,,,,Not started,Not started,Not started,Absage,"March 20, 2023 3:53 PM",Not started
Hotel Bayerischer Hof München,Restaurant,https://www.hogapage.de/jobs/auszubildende-fachkraft-gastgewerbe-in-m%C3%BCnchen/3CFNC4/?hp_source=api-backinjob&utm_medium=API&utm_source=backinjob,,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 4:25 PM",Not started
https://www.ausbildung.de/stellen/ausbildung-azubi-zur-fachkraft-systemgastronomie-gastronomie-fuer-2023-m-w-d-bei-xxxlutz-deutschland-in-aschheim-2628d074-4810-40e6-8f40-42e96bd84e80/?utm_campaign=externe_jobboerse&utm_medium=externe_jobboerse&utm_source=backinjob,Restaurant,https://www.ausbildung.de/stellen/ausbildung-azubi-zur-fachkraft-systemgastronomie-gastronomie-fuer-2023-m-w-d-bei-xxxlutz-deutschland-in-aschheim-2628d074-4810-40e6-8f40-42e96bd84e80/?utm_campaign=externe_jobboerse&utm_medium=externe_jobboerse&utm_source=backinjob,Extern,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 4:41 PM",Not started
Courtyard by Marriott München Garching (Realotel Garching Hotelbetriebs GmbH),Restaurant,https://www.hogapage.de/jobs/auszubildende-fachfrau-mann-fuer-restaurants-und-veranstaltungsgastronomie-in-garching-bei-m%C3%BCnchen/6197BQ/?hp_source=api-backinjob&utm_medium=API&utm_source=backinjob,job@courtyard-garching.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 5:04 PM",Not started
https://www.arbeitsagentur.de/jobsuche/suche?kundennummer=il2cT_Dae5j8PCz1cMKEwBACUvD6CgiPAfPJh6Mx--E%3D__del__Hepner%20%26%20Kaplan%20GmbH%20Subway,Restaurant,https://www.arbeitsagentur.de/jobsuche/jobdetail/RWjUUHnjymYYBZpWoWz3rNnVu54TwJu9-UDRuH_O-pM%3D,eugenhepner944@web.de,München,,,,,,,,,,,Not started,Not started,Not started,Email gesendet,"March 20, 2023 5:30 PM",Not started
Five Guys Germany GmbH,Restaurant,https://www.arbeitsagentur.de/jobsuche/suche?angebotsart=4&wo=Berlin&umkreis=25&beruf=Fachkraft%20-%20Gastronomie&id=14756-5dd0496156fc4d7d-S,,Berlin,,,,,,,,,,,Not started,Not started,Not started,Not started,"March 19, 2023 9:48 PM",Not started
